"","Date","Recorder","Site","Block","Group","Plot","Quadrant","Species..Nell.","Species","Cover","Notes","what3words","X"
"793","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",4,"Agrostis stolonifera","Agrostis_stolonifera",85,"","noses.snowboard.remain",0
"794","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",4,"Rumex obtusifolius","Rumex_sanguineus",3,"","noses.snowboard.remain",0
"797","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",4,"Fleabane","Pulicaria_dysenterica",2,"","noses.snowboard.remain",0
"801","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"Fleabane","Pulicaria_dysenterica",60,"","magazines.passively.regrowth",0
"802","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"Bramble","Rubus_fruticosus",25,"","magazines.passively.regrowth",0
"803","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"rush - conglomeratus","Juncus_conglomeratus",1,"","magazines.passively.regrowth",0
"805","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"red stem - willow","Salix_cinerea",60,"","magazines.passively.regrowth",0
"806","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"oak sapling","Quercus_robur",4,"","magazines.passively.regrowth",0
"807","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"lotus sp","Lotus_corniculatus",5,"","magazines.passively.regrowth",0
"808","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"Ragwort","Senecio_jacobaea",2,"","magazines.passively.regrowth",0
"811","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"Rumex 2","Rumex_sp",1,"CHECK","magazines.passively.regrowth",0
"812","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"Rumex 1","Rumex_crispus",1,"","magazines.passively.regrowth",0
"813","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",1,"Selfheal","Prunella_vulgaris",1,"","magazines.passively.regrowth",0
"814","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",2,"Fleabane","Pulicaria_dysenterica",20,"","magazines.passively.regrowth",0
"815","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",2,"Bramble","Rubus_fruticosus",75,"","magazines.passively.regrowth",0
"817","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",2,"red stem - willow","Salix_cinerea",80,"","magazines.passively.regrowth",0
"818","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",2,"lotus sp","Lotus_corniculatus",15,"","magazines.passively.regrowth",0
"821","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"Fleabane","Pulicaria_dysenterica",50,"","magazines.passively.regrowth",0
"822","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"Bramble","Rubus_fruticosus",20,"","magazines.passively.regrowth",0
"823","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"red stem - willow","Salix_cinerea",40,"","magazines.passively.regrowth",0
"824","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"Rumex 2","Rumex_crispus",10,"","magazines.passively.regrowth",0
"825","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"Grass - Agrostis stolonifera","Agrostis_stolonifera",0.5,"","magazines.passively.regrowth",0
"826","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"lotus sp","Lotus_corniculatus",10,"","magazines.passively.regrowth",0
"827","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",3,"Selfheal","Prunella_vulgaris",0.5,"","magazines.passively.regrowth",0
"830","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",4,"Fleabane","Pulicaria_dysenterica",20,"","magazines.passively.regrowth",0
"831","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",4,"Bramble","Rubus_fruticosus",50,"","magazines.passively.regrowth",0
"832","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",4,"red stem - willow","Salix_cinerea",75,"","magazines.passively.regrowth",0
"833","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",4,"Rumex 2","Rumex_crispus",5,"","magazines.passively.regrowth",0
"834","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","113",4,"lotus sp","Lotus_corniculatus",15,"","magazines.passively.regrowth",0
"836","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"Ragwort","Senecio_jacobaea",30,"","swelling.fended.coping",0
"837","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"Fleabane","Pulicaria_dysenterica",45,"","swelling.fended.coping",0
"838","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"T repens","Trifolium_repens",2,"","swelling.fended.coping",0
"839","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"Holcus lanatus","Holcus_lanatus",10,"","swelling.fended.coping",0
"840","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"Agrostis stolonifera","Agrostis_stolonifera",10,"","swelling.fended.coping",0
"841","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"R repens","Ranunculus_repens",20,"","swelling.fended.coping",0
"842","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"Geranium sp","Geranium_dissectum",1,"","swelling.fended.coping",0
"843","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",1,"vetch","Vicia_hirsuta",0.1,"","swelling.fended.coping",0
"844","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"Ragwort","Senecio_jacobaea",20,"","swelling.fended.coping",0
"845","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"Fleabane","Pulicaria_dysenterica",40,"","swelling.fended.coping",0
"846","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"T repens","Trifolium_repens",55,"","swelling.fended.coping",0
"847","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"Holcus lanatus","Holcus_lanatus",40,"","swelling.fended.coping",0
"848","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"Agrostis stolonifera","Agrostis_stolonifera",5,"","swelling.fended.coping",0
"849","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"R repens","Ranunculus_repens",3,"","swelling.fended.coping",0
"850","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"vetch","Vicia_tetrasperma",1,"","swelling.fended.coping",0
"852","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",2,"Grass 3 - sp?","Deschampsia_cespitosa",2,"","swelling.fended.coping",0
"853","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"Ragwort","Senecio_jacobaea",4,"","swelling.fended.coping",0
"854","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"Fleabane","Pulicaria_dysenterica",4,"","swelling.fended.coping",0
"855","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"Holcus lanatus","Holcus_lanatus",5,"","swelling.fended.coping",0
"856","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"Agrostis stolonifera","Agrostis_stolonifera",85,"","swelling.fended.coping",0
"857","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"T repens","Trifolium_repens",5,"","swelling.fended.coping",0
"858","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"R repens","Ranunculus_repens",3,"","swelling.fended.coping",0
"859","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"Bramble","Rubus_fruticosus",5,"","swelling.fended.coping",0
"861","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",3,"tiny vetch","Vicia_hirsuta",0.5,"","swelling.fended.coping",0
"864","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"Ragwort","Senecio_jacobaea",35,"","swelling.fended.coping",0
"865","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"Fleabane","Pulicaria_dysenterica",30,"","swelling.fended.coping",0
"866","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"Holcus lanatus","Holcus_lanatus",5,"","swelling.fended.coping",0
"867","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"Agrostis stolonifera","Agrostis_stolonifera",50,"","swelling.fended.coping",0
"868","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"T repens","Trifolium_repens",15,"","swelling.fended.coping",0
"869","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"R repens","Ranunculus_repens",3,"","swelling.fended.coping",0
"870","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"Selfheal","Prunella_vulgaris",1,"","swelling.fended.coping",0
"871","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"vetch","Vicia_hirsuta",0.1,"","swelling.fended.coping",0
"872","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","122",4,"Agrostis capillaris","Agrostis_capillaris",4,"","swelling.fended.coping",0
"873","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",1,"Fleabane","Pulicaria_dysenterica",25,"","firming.golf.gazette",0
"874","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",1,"T repens","Trifolium_repens",65,"","firming.golf.gazette",0
"875","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",1,"Agrostis stolonifera","Agrostis_stolonifera",95,"","firming.golf.gazette",0
"876","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",1,"R repens","Ranunculus_repens",1,"","firming.golf.gazette",0
"877","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",1,"rose sapling / shoot","Rosa_sp",0.5,"too small to ID?","firming.golf.gazette",0
"879","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",2,"Fleabane","Pulicaria_dysenterica",25,"","firming.golf.gazette",0
"880","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",2,"T repens","Trifolium_repens",75,"","firming.golf.gazette",0
"881","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",2,"Agrostis stolonifera","Agrostis_stolonifera",95,"","firming.golf.gazette",0
"882","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",2,"R repens","Ranunculus_repens",0.5,"","firming.golf.gazette",0
"885","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",2,"Lolium perenne","Lolium_perenne",5,"","firming.golf.gazette",0
"886","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"Fleabane","Pulicaria_dysenterica",25,"","firming.golf.gazette",0
"887","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"T repens","Trifolium_repens",45,"","firming.golf.gazette",0
"888","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"Agrostis stolonifera","Agrostis_stolonifera",25,"","firming.golf.gazette",0
"889","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"Holcus lanatus","Holcus_lanatus",35,"","firming.golf.gazette",0
"890","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"R repens","Ranunculus_repens",0.5,"","firming.golf.gazette",0
"891","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"Ragwort","Senecio_jacobaea",4,"","firming.golf.gazette",0
"892","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"square stem, alternating leaves","Odontites_verna",2,"","firming.golf.gazette",0
"893","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",3,"Long leaves","Plantago_lanceolata",2,"","firming.golf.gazette",0
"894","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",4,"Fleabane","Pulicaria_dysenterica",45,"","firming.golf.gazette",0
"895","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",4,"T repens","Trifolium_repens",45,"","firming.golf.gazette",0
"896","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",4,"Agrostis stolonifera","Agrostis_stolonifera",45,"","firming.golf.gazette",0
"897","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",4,"Holcus lanatus","Holcus_lanatus",45,"","firming.golf.gazette",0
"898","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","222",4,"R repens","Ranunculus_repens",5,"","firming.golf.gazette",0
"901","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Fleabane","Pulicaria_dysenterica",30,"","derailed.chief.argued",0
"902","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Ragwort","Senecio_jacobaea",10,"","derailed.chief.argued",0
"903","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"T repens","Trifolium_repens",25,"","derailed.chief.argued",0
"904","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Dandelion","Taraxacum_officinale",1,"","derailed.chief.argued",0
"905","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"H. lanatus","Holcus_lanatus",40,"","derailed.chief.argued",0
"906","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"dead stems","Senecio_jacobaea",4,"dead","derailed.chief.argued",0
"907","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Dry hairy grass","Vulpia_bromoides",1,"","derailed.chief.argued",0
"908","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Blackthorn","Prunus_spinosa",3,"","derailed.chief.argued",0
"909","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Grass - agrostis sp?","Agrostis_stolonifera",18,"","derailed.chief.argued",0
"910","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"Holcus mollis","Holcus_mollis",1,"","derailed.chief.argued",0
"911","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"C. fontanum","Cerastium_fontanum",2,"","derailed.chief.argued",0
"915","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",1,"forget-me-not","Myosotis_arvensis",0.5,"","derailed.chief.argued",0
"917","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"Fleabane","Pulicaria_dysenterica",50,"","derailed.chief.argued",0
"918","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"Ragwort","Senecio_jacobaea",6,"","derailed.chief.argued",0
"919","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"T repens","Trifolium_repens",15,"","derailed.chief.argued",0
"920","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"H. lanatus","Holcus_lanatus",65,"","derailed.chief.argued",0
"921","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"Dry hairy grass","Vulpia_bromoides",3,"","derailed.chief.argued",0
"922","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"dead stems","Senecio_jacobaea",2,"dead","derailed.chief.argued",0
"923","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"C. fontanum","Cerastium_fontanum",3,"","derailed.chief.argued",0
"924","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"Grass - agrostis sp?","Agrostis_capillaris",3,"","derailed.chief.argued",0
"927","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",2,"shoot","Prunus_spinosa",0.1,"sapling","derailed.chief.argued",0
"928","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Fleabane","Pulicaria_dysenterica",25,"","derailed.chief.argued",0
"929","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Ragwort","Senecio_jacobaea",9,"","derailed.chief.argued",0
"930","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"T repens","Trifolium_repens",25,"","derailed.chief.argued",0
"931","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"H. lanatus","Holcus_lanatus",55,"","derailed.chief.argued",0
"932","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Dry hairy grass","Vulpia_bromoides",1,"","derailed.chief.argued",0
"933","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"C. fontanum","Cerastium_fontanum",1,"","derailed.chief.argued",0
"934","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Grass - agrostis sp?","Agrostis_capillaris",2,"","derailed.chief.argued",0
"937","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"rose sapling / shoot","Rosa_canina",1,"","derailed.chief.argued",0
"938","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Dandelion","Taraxacum_officinale",2,"","derailed.chief.argued",0
"939","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Spiky leaves - different dandelion?","Cirsium_arvense",0.5,"","derailed.chief.argued",0
"940","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"vetch","Vicia_hirsuta",0.1,"","derailed.chief.argued",0
"942","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",3,"Mystery plant","Senecio_erucifolius",1.5,"","derailed.chief.argued",0
"943","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"Fleabane","Pulicaria_dysenterica",20,"","derailed.chief.argued",0
"944","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"Ragwort","Senecio_jacobaea",10,"","derailed.chief.argued",0
"945","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"T repens","Trifolium_repens",30,"","derailed.chief.argued",0
"946","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"Dandelion","Taraxacum_officinale",2,"","derailed.chief.argued",0
"947","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"H. lanatus","Holcus_lanatus",50,"","derailed.chief.argued",0
"948","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"dead stems","Senecio_jacobaea",4,"dead","derailed.chief.argued",0
"949","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"Dry hairy grass","Vulpia_bromoides",5,"","derailed.chief.argued",0
"950","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"C. fontanum","Cerastium_fontanum",1,"","derailed.chief.argued",0
"952","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"rose sapling / shoot","Rosa_canina",0.5,"","derailed.chief.argued",0
"953","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","112",4,"Mystery plant","Senecio_erucifolius",1.5,"","derailed.chief.argued",0
"956","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Holcus_mollis",22,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"957","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Poa_trivialis",22,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"958","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Rumex sp","Rumex_sanguineus",3,"","wobbling.massing.director",0
"961","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"shoot 1 - round leaves - could be Ragwort?","Senecio_jacobaea",0.5,"too small to ID","wobbling.massing.director",0
"962","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"shoot 2 - fine serrated leaves","Prunus_spinosa",0.1,"","wobbling.massing.director",0
"963","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"square stem, fluffy paired leaves","Veronica_chamaedrys",0.5,"","wobbling.massing.director",0
"964","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Dandelion sp","Taraxacum_officinale",1,"","wobbling.massing.director",0
"969","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Holcus_mollis",40,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"970","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Poa_trivialis",40,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"973","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",2,"Dandelion sp","Taraxacum_officinale_agg",0.5,"","wobbling.massing.director",0
"974","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",2,"bramble","Rubus_fruticosus",10,"","wobbling.massing.director",0
"978","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Holcus_mollis",22,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"979","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Poa_trivialis",22,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"983","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",3,"blackthorn","Prunus_spinosa",5,"shoots","wobbling.massing.director",0
"986","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Holcus_mollis",42,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"987","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",1,"Grass - agrostis sp?","Poa_trivialis",42,"Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half","wobbling.massing.director",0
"989","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",4,"Dandelion sp","Taraxacum_officinale",1,"","wobbling.massing.director",0
"994","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","113",4,"paired fluffy leaves - not mint (not same as Q1)","Prunella_vulgaris",1,"","wobbling.massing.director",0
"995","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"hawthorn","Crataegus_monogyna",0,"overhang - 75","elastic.concluded.runways",0
"996","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"bramble","Rubus_fruticosus",0,"overhang - 50","elastic.concluded.runways",0
"997","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"willow","Salix_sp",0,"overhang - 100","elastic.concluded.runways",0
"998","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"mint","Mentha_aquatica",45,"","elastic.concluded.runways",0
"999","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"buttercup?","Geum_urbanum",2,"","elastic.concluded.runways",0
"1000","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"Rumex sp","Rumex_sanguineus",4,"","elastic.concluded.runways",0
"1001","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"Grass - agrostis sp?","Agrostis_stolonifera",40,"","elastic.concluded.runways",0
"1003","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"shoot with round leaves","Cardamine_pratensis",0.5,"","elastic.concluded.runways",0
"1005","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"V. chamaedrys","Veronica_chamaedrys",1,"","elastic.concluded.runways",0
"1006","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"water dropwort","Oenanthe_crocata",1,"","elastic.concluded.runways",0
"1009","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"nettle","Urtica_dioica",3,"","elastic.concluded.runways",0
"1011","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",1,"very skinny, leaves in 4s","Galium_saxatile",0.1,"","elastic.concluded.runways",0
"1012","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"hawthorn","Crataegus_monogyna",0,"overhang - 75","elastic.concluded.runways",0
"1013","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"bramble","Rubus_fruticosus",0,"overhang - 50","elastic.concluded.runways",0
"1014","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"willow","Salix_sp",0,"overhang - 100","elastic.concluded.runways",0
"1015","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"mint","Mentha_aquatica",10,"","elastic.concluded.runways",0
"1016","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"V. chamaedrys","Veronica_chamaedrys",5,"","elastic.concluded.runways",0
"1017","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"Grass - agrostis sp?","Agrostis_stolonifera",35,"","elastic.concluded.runways",0
"1021","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",2,"Rumex sp","Rumex_sanguineus",0.5,"","elastic.concluded.runways",0
"1023","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"hawthorn","Crataegus_monogyna",0,"overhang - 75","elastic.concluded.runways",0
"1024","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"bramble","Rubus_fruticosus",0,"overhang - 50","elastic.concluded.runways",0
"1025","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"willow","Salix_sp",0,"overhang - 100","elastic.concluded.runways",0
"1026","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"mint","Mentha_aquatica",35,"","elastic.concluded.runways",0
"1027","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"nettle","Urtica_dioica",10,"","elastic.concluded.runways",0
"1028","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"Grass - agrostis sp?","Agrostis_stolonifera",55,"","elastic.concluded.runways",0
"1032","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"shoot with round leaves","Cardamine_pratensis",2,"","elastic.concluded.runways",0
"1033","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"very skinny, leaves in 4s","Galium_saxatile",1,"","elastic.concluded.runways",0
"1035","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",3,"Ragwort","Senecio_jacobaea",3,"","elastic.concluded.runways",0
"1036","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"hawthorn","Crataegus_monogyna",0,"overhang - 75","elastic.concluded.runways",0
"1037","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"bramble","Rubus_fruticosus",0,"overhang - 50","elastic.concluded.runways",0
"1038","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"willow","Salix_sp",0,"overhang - 100","elastic.concluded.runways",0
"1039","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"mint","Mentha_aquatica",20,"","elastic.concluded.runways",0
"1040","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"nettle","Urtica_dioica",8,"","elastic.concluded.runways",0
"1041","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"Grass - agrostis sp?","Agrostis_stolonifera",25,"","elastic.concluded.runways",0
"1045","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"very skinny, leaves in 4s","Galium_palustre",1,"","elastic.concluded.runways",0
"1046","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"water dropwort","Oenanthe_crocata",6,"","elastic.concluded.runways",0
"1047","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"Ivy","Hedera_helix",1,"","elastic.concluded.runways",0
"1049","2022-07-07","Catalina Estrada Montes","Knepp","S","Y","133",4,"Rumex sp","Rumex_sp",2,"damaged","elastic.concluded.runways",0
