Date,Recorder,Site,Block,Plot,Quadrant,Species,Cover,Notes,survey
28/6/2024,TM,Boothby,NE,122,3,Senecio vulgaris,3,,A
28/6/2024,TM,Boothby,NE,122,3,Atriplex patula,10,,A
28/6/2024,TM,Boothby,NE,122,3,Epilobium hirsutum,8,,A
28/6/2024,TM,Boothby,NE,122,3,Sonchus asper,2,,A
28/6/2024,TM,Boothby,NE,122,3,Bare ground,70,,A
28/6/2024,TM,Boothby,NE,122,4,Triticum aestivum,80,,A
28/6/2024,TM,Boothby,NE,122,4,Senecio vulgaris,1,,A
28/6/2024,TM,Boothby,NE,122,4,Atriplex patula,40,,A
28/6/2024,TM,Boothby,NE,122,4,Bare ground,40,,A
28/6/2024,BB,Boothby,NE,112,1,Arrhenatherum elatius,60,,A
28/6/2024,BB,Boothby,NE,112,,Dactylis glomerata,20,,A
28/6/2024,BB,Boothby,NE,112,,Rumex conglomeratus,2,,A
28/6/2024,BB,Boothby,NE,112,,Achillea nobilis,2,,A
28/6/2024,BB,Boothby,NE,112,,Calystegia macrostegia,15,,A
28/6/2024,BB,Boothby,NE,112,,Cirsium discolor,3,,A
28/6/2024,BB,Boothby,NE,112,,Centaurea nigra,5,,A
28/6/2024,BB,Boothby,NE,112,,Bare ground,5,,A
28/6/2024,BB,Boothby,NE,112,2,Dactylis glomerata,30,,A
28/6/2024,BB,Boothby,NE,112,,Achillea nobilis,3,,A
28/6/2024,BB,Boothby,NE,112,,Calystegia macrostegia,15,,A
28/6/2024,BB,Boothby,NE,112,,Leontodon hispidus,15,,A
28/6/2024,BB,Boothby,NE,112,,Arrhenatherum elatius,40,,A
28/6/2024,BB,Boothby,NE,112,3,Arrhenatherum elatius,75,,A
28/6/2024,BB,Boothby,NE,112,,Dactylis glomerata,15,,A
28/6/2024,BB,Boothby,NE,112,,Achillea nobilis,2,,A
28/6/2024,BB,Boothby,NE,112,,Calystegia macrostegia,7,,A
28/6/2024,BB,Boothby,NE,112,,Rumex conglomeratus,4,,A
28/6/2024,BB,Boothby,NE,112,,Bare ground,10,,A
28/6/2024,BB,Boothby,NE,112,4,Arrhenatherum elatius,40,,A
28/6/2024,BB,Boothby,NE,112,,Dactylis glomerata,40,,A
28/6/2024,BB,Boothby,NE,112,,Achillea nobilis,1,,A
28/6/2024,BB,Boothby,NE,112,,Calystegia macrostegia,10,,A
28/6/2024,BB,Boothby,NE,112,,Bare ground,10,,A
28/6/2024,BB,Boothby,NE,111,1,Juncus conglomeratus,20,,A
28/6/2024,BB,Boothby,NE,111,,Holcus lanatus,20,,A
28/6/2024,BB,Boothby,NE,111,,Poa trivialis,5,,A
28/6/2024,BB,Boothby,NE,111,,Trifolium dubium,5,,A
28/6/2024,BB,Boothby,NE,111,,Epilobium parviflorum,1,,A
28/6/2024,BB,Boothby,NE,111,,Vicia tetrasperma,2,,A
28/6/2024,BB,Boothby,NE,111,,Bromus hordeaceus,1,,A
28/6/2024,BB,Boothby,NE,111,,Carex actiformis,5,,A
28/6/2024,BB,Boothby,NE,111,,Cirsium discolor,2,,A
28/6/2024,BB,Boothby,NE,111,,Stellaria media,1,,A
28/6/2024,BB,Boothby,NE,111,,Geranium pusillum,3,,A
28/6/2024,BB,Boothby,NE,111,,Calamagrostis epigejos,20,,A
28/6/2024,BB,Boothby,NE,111,,Dactylis glomerata,15,Check Sample 3,A
28/6/2024,BB,Boothby,NE,111,2,Juncus conglomeratus,5,,A
28/6/2024,BB,Boothby,NE,111,,Holcus lanatus,15,,A
28/6/2024,BB,Boothby,NE,111,,Poa trivialis,5,,A
28/6/2024,BB,Boothby,NE,111,,Trifolium dubium,2,,A
28/6/2024,BB,Boothby,NE,111,,Vicia tetrasperma,3,,A
28/6/2024,BB,Boothby,NE,111,,Stellaria media,2,,A
28/6/2024,BB,Boothby,NE,111,,Geranium pusillum,4,,A
28/6/2024,BB,Boothby,NE,111,,Dactylis glomerata,10,,A
28/6/2024,BB,Boothby,NE,111,,Ranunculus repens,5,,A
28/6/2024,BB,Boothby,NE,111,,Prunella vulgaris,8,,A
28/6/2024,BB,Boothby,NE,111,,Lolium perenne,10,,A
28/6/2024,BB,Boothby,NE,111,,Rosa multiflore,3,,A
28/6/2024,BB,Boothby,NE,111,,Carex flacca,20,,A
28/6/2024,BB,Boothby,NE,111,,Crepis mollis,10,,A
28/6/2024,BB,Boothby,NE,111,,Bare ground,10,,A
28/6/2024,BB,Boothby,NE,111,3,Juncus conglomeratus,10,,A
28/6/2024,BB,Boothby,NE,111,,Holcus lanatus,15,,A
28/6/2024,BB,Boothby,NE,111,,Poa trivialis,10,,A
28/6/2024,BB,Boothby,NE,111,,Trifolium dubium,10,,A
28/6/2024,BB,Boothby,NE,111,,Vicia tetrasperma,5,,A
28/6/2024,BB,Boothby,NE,111,,Carex actiformis,5,,A
28/6/2024,BB,Boothby,NE,111,,Cirsium discolor,3,,A
28/6/2024,BB,Boothby,NE,111,,Stellaria media,3,,A
28/6/2024,BB,Boothby,NE,111,,Calamagrostis epigejos,15,,A
28/6/2024,BB,Boothby,NE,111,,Epilobium parviflorum,2,,A
28/6/2024,BB,Boothby,NE,111,,Dactylis glomerata,15,,A
28/6/2024,BB,Boothby,NE,111,,Bare ground,5,,A
28/6/2024,BB,Boothby,NE,111,,Leucanthemum vulgare,1,,A
28/6/2024,BB,Boothby,NE,111,,Cynosurus cristatus,15,,A
28/6/2024,BB,Boothby,NE,111,4,Juncus conglomeratus,10,,A
28/6/2024,BB,Boothby,NE,111,,Holcus lanatus,25,,A
28/6/2024,BB,Boothby,NE,111,,Trifolium dubium,5,,A
28/6/2024,BB,Boothby,NE,111,,Stellaria media,9,,A
28/6/2024,BB,Boothby,NE,111,,Prunella vulgaris,20,,A
28/6/2024,BB,Boothby,NE,111,,Lolium perenne,15,,A
28/6/2024,BB,Boothby,NE,111,,Carex flacca,10,,A
28/6/2024,BB,Boothby,NE,111,,Festuca rubra,10,,A
28/6/2024,BB,Boothby,NE,113,1,Holcus lanatus,15,,A
28/6/2024,BB,Boothby,NE,113,,Bromus hordeaceus,40,,A
28/6/2024,BB,Boothby,NE,113,,Lolium perenne,40,,A
28/6/2024,BB,Boothby,NE,113,,Poa pratensis,10,,A
28/6/2024,BB,Boothby,NE,113,,Trifolium dubium,5,,A
28/6/2024,BB,Boothby,NE,113,,Cirsium discolor,3,,A
28/6/2024,BB,Boothby,NE,113,,Bare ground,20,,A
28/6/2024,BB,Boothby,NE,113,2,Holcus lanatus,10,,A
28/6/2024,BB,Boothby,NE,113,,Bromus hordeaceus,40,,A
28/6/2024,BB,Boothby,NE,113,,Lolium perenne,30,,A
28/6/2024,BB,Boothby,NE,113,,Crepis mollis,5,,A
28/6/2024,BB,Boothby,NE,113,,Bare ground,20,,A
28/6/2024,BB,Boothby,NE,113,3,Holcus lanatus,15,,A
28/6/2024,BB,Boothby,NE,113,,Bromus hordeaceus,35,,A
28/6/2024,BB,Boothby,NE,113,,Lolium perenne,35,,A
28/6/2024,BB,Boothby,NE,113,,Poa pratensis,5,,A
28/6/2024,BB,Boothby,NE,113,,Helminthotheca echiodes,2,,A
28/6/2024,BB,Boothby,NE,113,,Bare ground,10,,A
28/6/2024,BB,Boothby,NE,113,4,Bromus hordeaceus,30,,A
28/6/2024,BB,Boothby,NE,113,,Lolium perenne,20,,A
28/6/2024,BB,Boothby,NE,113,,Dactylis glomerata,5,,A
28/6/2024,BB,Boothby,NE,113,,Rosa multiflora ,5,,A
28/6/2024,BB,Boothby,NE,113,,Cirsium discolor,8,,A
28/6/2024,BB,Boothby,NE,113,,Cirsium dissectum,2,,A
28/6/2024,BB,Boothby,NE,113,,Bare ground,30,,A
28/6/2024,BB,Boothby,NE,132,1,Poa pratensis,10,,A
28/6/2024,BB,Boothby,NE,132,,Phleum pratense,25,,A
28/6/2024,BB,Boothby,NE,132,,Lolium perenne,15,,A
28/6/2024,BB,Boothby,NE,132,,Cirsium discolor,3,,A
28/6/2024,BB,Boothby,NE,132,,Bromus hordeaceus,70,,A
28/6/2024,BB,Boothby,NE,132,,Bare ground,5,,A
28/6/2024,BB,Boothby,NE,132,2,Poa pratensis,20,,A
28/6/2024,BB,Boothby,NE,132,,Phleum pratense,10,,A
28/6/2024,BB,Boothby,NE,132,,Lolium perenne,5,,A
28/6/2024,BB,Boothby,NE,132,,Bromus hordeaceus,20,,A
28/6/2024,BB,Boothby,NE,132,,Festuca rubra,15,,A
28/6/2024,BB,Boothby,NE,132,,Bare ground,30,,A
28/6/2024,BB,Boothby,NE,132,,Agrostis stolonifera,10,,A
28/6/2024,BB,Boothby,NE,132,3,Poa pratensis,10,,A
28/6/2024,BB,Boothby,NE,132,,Phleum pratense,5,,A
28/6/2024,BB,Boothby,NE,132,,Lolium perenne,15,,A
28/6/2024,BB,Boothby,NE,132,,Bromus hordeaceus,2,,A
28/6/2024,BB,Boothby,NE,132,,Calamagrostis epigejos,80,,A
28/6/2024,BB,Boothby,NE,132,,Bare ground,10,,A
28/6/2024,BB,Boothby,NE,132,4,Bromus hordeaceus,5,,A
28/6/2024,BB,Boothby,NE,132,,Poa trivialis,1,,A
28/6/2024,BB,Boothby,NE,132,,Phleum pratense,2,,A
28/6/2024,BB,Boothby,NE,132,,Calamagrostis epigejos,70,,A
28/6/2024,BB,Boothby,NE,132,,Bare ground,40,,A
28/6/2024,BB,Boothby,NE,133,1,Holcus lanatus,3,,A
28/6/2024,BB,Boothby,NE,133,,Alopecurus myosuroides,7,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium parviflorum,25,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium tetragonum,10,,A
28/6/2024,BB,Boothby,NE,133,,Sonchus arvensis,2,,A
28/6/2024,BB,Boothby,NE,133,,Veronica serpyllifolia,6,,A
28/6/2024,BB,Boothby,NE,133,,Bowlesia incana,1,,A
28/6/2024,BB,Boothby,NE,133,,Bare ground,60,,A
28/6/2024,BB,Boothby,NE,133,2,Alopecurus myosuroides,8,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium parviflorum,30,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium tetragonum,7,,A
28/6/2024,BB,Boothby,NE,133,,Veronica serpyllifolia,5,,A
28/6/2024,BB,Boothby,NE,133,,Bare ground,60,,A
28/6/2024,BB,Boothby,NE,133,3,Alopecurus myosuroides,10,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium parviflorum,8,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium tetragonum,3,,A
28/6/2024,BB,Boothby,NE,133,,Sonchus arvensis,1,,A
28/6/2024,BB,Boothby,NE,133,,Matricaria chamomilla,1,,A
28/6/2024,BB,Boothby,NE,133,,Geranium dissectum ,3,,A
28/6/2024,BB,Boothby,NE,133,,Bare ground,80,,A
28/6/2024,BB,Boothby,NE,133,4,Alopecurus myosuroides,6,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium parviflorum,20,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium parviflorum,6,,A
28/6/2024,BB,Boothby,NE,133,,Epilobium hirsutum,4,,A
28/6/2024,BB,Boothby,NE,133,,Jacobaea eruciflora,10,,A
28/6/2024,BB,Boothby,NE,133,,Poa trivialis,4,,A
28/6/2024,BB,Boothby,NE,133,,Bare ground,60,,A
07/01/2024,EL,Boothby,C,221,1,Brachypodium sylvaticum,30,,A
07/01/2024,EL,Boothby,C,221,1,Geum urbanum,5,,A
07/01/2024,EL,Boothby,C,221,1,Dryopteris carthusiana,10,,A
07/01/2024,EL,Boothby,C,221,1,Lamium galeobdolon,1,,A
07/01/2024,EL,Boothby,C,221,1,Circaea lutetiana,3,,A
07/01/2024,EL,Boothby,C,221,1,Crataegus monogyna,3,,A
07/01/2024,EL,Boothby,C,221,1,Urtica dioica,2,,A
07/01/2024,EL,Boothby,C,221,1,moss,10,,A
07/01/2024,EL,Boothby,C,221,1,bare ground,50,,A
07/01/2024,EL,Boothby,C,221,1,Sambucus nigra,0,20% overhang,A
07/01/2024,EL,Boothby,C,221,1,Pinus spp,0,20% overhang,A
07/01/2024,EL,Boothby,C,221,2,Geranium purpureum,10,,A
07/01/2024,EL,Boothby,C,221,2,Brachypodium sylvaticum,20,,A
07/01/2024,EL,Boothby,C,221,2,Lamium galeobdolon,10,,A
07/01/2024,EL,Boothby,C,221,2,Fraxinus excelsior,5,baby,A
07/01/2024,EL,Boothby,C,221,2,Veronica montana,5,,A
07/01/2024,EL,Boothby,C,221,2,leaf litter,60,,A
07/01/2024,EL,Boothby,C,221,2,Sambucus branch,0,5% overhang,A
07/01/2024,EL,Boothby,C,221,3,Brachypodium sylvaticum,70,,A
07/01/2024,EL,Boothby,C,221,3,Lamium galeobdolon,5,,A
07/01/2024,EL,Boothby,C,221,3,Circaea lutetiana,6,,A
07/01/2024,EL,Boothby,C,221,3,Urtica dioica,1,,A
07/01/2024,EL,Boothby,C,221,3,Rumex conglomeratus,3,,A
07/01/2024,EL,Boothby,C,221,3,Galium aparine,5,,A
07/01/2024,EL,Boothby,C,221,3,Rosa multiflora ,2,,A
07/01/2024,EL,Boothby,C,221,3,Dioscorea communis,8,,A
07/01/2024,EL,Boothby,C,221,3,Sambucus nigra,0,20% overhang,A
07/01/2024,EL,Boothby,C,221,4,Brachypodium sylvaticum,40,,A
07/01/2024,EL,Boothby,C,221,4,Lamium galeobdolon,20,,A
07/01/2024,EL,Boothby,C,221,4,Acer campestre,5,baby,A
07/01/2024,EL,Boothby,C,221,4,Circaea lutetiana,10,,A
07/01/2024,EL,Boothby,C,221,4,bare ground,30,,A
07/01/2024,EL,Boothby,C,221,4,Sambucus nigra,0,10% overhang,A
07/01/2024,EL,Boothby,C,221,4,Pinus spp,0,10%overhang,A
07/01/2024,EL,Boothby,C,221,4,Viola odorata,1,,A
07/01/2024,EL,Boothby,S,222,1,Sonchus asper,15,,A
07/01/2024,EL,Boothby,S,222,1,Senecio vulgaris,5,,A
07/01/2024,EL,Boothby,S,222,1,Epilobium hirsutum,5,,A
07/01/2024,EL,Boothby,S,222,1,Triticum aestivum,5,,A
07/01/2024,EL,Boothby,S,222,1,twigs,20,,A
07/01/2024,EL,Boothby,S,222,1,bare ground,70,,A
07/01/2024,EL,Boothby,S,222,2,Sonchus asper,20,,A
07/01/2024,EL,Boothby,S,222,2,Senecio vulgaris,3,,A
07/01/2024,EL,Boothby,S,222,2,Brassica nigra,15,,A
07/01/2024,EL,Boothby,S,222,2,Petroselinum crispum,5,,A
07/01/2024,EL,Boothby,S,222,2,bare ground,70,,A
07/01/2024,EL,Boothby,S,222,3,Sonchus asper,5,,A
07/01/2024,EL,Boothby,S,222,3,Senecio vulgaris,1,,A
07/01/2024,EL,Boothby,S,222,3,Triticum aestivum,5,,A
07/01/2024,EL,Boothby,S,222,3,twigs,25,,A
07/01/2024,EL,Boothby,S,222,3,bare ground,70,,A
07/01/2024,EL,Boothby,S,222,4,Sonchus asper,10,,A
07/01/2024,EL,Boothby,S,222,4,Triticum aestivum,5,,A
07/01/2024,EL,Boothby,S,222,4,Bare ground,90,,A
07/01/2024,EL,Boothby,S,233,1,Prunus spinosa,50,,A
07/01/2024,EL,Boothby,S,233,1,Rosa multiflora ,20,,A
07/01/2024,EL,Boothby,S,233,1,Rubus pruinosus,20,,A
07/01/2024,EL,Boothby,S,233,1,Hedera hibernica,10,,A
07/01/2024,EL,Boothby,S,233,1,Arrhenatherum elatius,5,,A
07/01/2024,EL,Boothby,S,233,1,Poa trivialis,5,,A
07/01/2024,EL,Boothby,S,233,2,Arrhenatherum elatius,5,,A
07/01/2024,EL,Boothby,S,233,2,Prunus spinosa,50,,A
07/01/2024,EL,Boothby,S,233,2,Brachypodium sylvaticum,40,,A
07/01/2024,EL,Boothby,S,233,2,Poa trivialis,5,,A
07/01/2024,EL,Boothby,S,233,2,bare ground,5,,A
07/01/2024,EL,Boothby,S,233,2,Rubus pruinosus,10,,A
07/01/2024,EL,Boothby,S,233,3,Prunus spinosa,60,,A
07/01/2024,EL,Boothby,S,233,3,Rosa multiflora ,5,,A
07/01/2024,EL,Boothby,S,233,3,Rubus pruinosus,5,,A
07/01/2024,EL,Boothby,S,233,3,Hedera helix,1,,A
07/01/2024,EL,Boothby,S,233,3,Arrhenatherum elatius,15,,A
07/01/2024,EL,Boothby,S,233,3,Poa trivialis,5,,A
07/01/2024,EL,Boothby,S,233,3,Geum macrophyllum,5,,A
07/01/2024,EL,Boothby,S,233,3,Holcus lanatus,6,,A
07/01/2024,EL,Boothby,S,233,3,Rumex conglomeratus,4,,A
07/01/2024,EL,Boothby,S,233,4,Prunus spinosa,40,,A
07/01/2024,EL,Boothby,S,233,4,Arrhenatherum elatius,30,,A
07/01/2024,EL,Boothby,S,233,4,Brachypodium sylvaticum,10,,A
07/01/2024,EL,Boothby,S,233,4,Poa trivialis,10,,A
07/01/2024,EL,Boothby,S,233,4,Prunella vulgaris,5,,A
07/01/2024,EL,Boothby,S,233,4,Hedera hibernica,1,,A
07/01/2024,EL,Boothby,S,233,4,Rosa multiflora ,5,,A
07/01/2024,EL,Boothby,S,233,4,Vicia tetrasperma,1,,A
07/01/2024,EL,Boothby,S,213,1,Epilobium tetragonum,15,,A
07/01/2024,EL,Boothby,S,213,1,Epilobium hirsutum,10,,A
07/01/2024,EL,Boothby,S,213,1,Packera aurea,20,,A
07/01/2024,EL,Boothby,S,213,1,Senecio vulgaris,5,,A
07/01/2024,EL,Boothby,S,213,1,Bromus hordeaceus,3,,A
07/01/2024,EL,Boothby,S,213,1,Triticum aestivum,1,,A
07/01/2024,EL,Boothby,S,213,1,Senecio sylvaticus,5,,A
07/01/2024,EL,Boothby,S,213,1,Bromus sterilis,3,,A
07/01/2024,EL,Boothby,S,213,1,Bare ground,45,,A
07/01/2024,EL,Boothby,S,213,2,Epilobium tetragonum,10,,A
07/01/2024,EL,Boothby,S,213,2,Bromus hordeaceus,10,,A
07/01/2024,EL,Boothby,S,213,2,Epilobium parviflorum,10,,A
07/01/2024,EL,Boothby,S,213,2,Packera aurea,20,,A
07/01/2024,EL,Boothby,S,213,2,Senecio sylvaticus,10,,A
07/01/2024,EL,Boothby,S,213,2,Epilobium hirsutum,10,,A
07/01/2024,EL,Boothby,S,213,2,Holcus lanatus,5,,A
07/01/2024,EL,Boothby,S,213,2,Bare ground,40,,A
07/01/2024,EL,Boothby,S,213,3,Epilobium parviflorum,10,,A
07/01/2024,EL,Boothby,S,213,3,Epilobium tetragonum,20,,A
07/01/2024,EL,Boothby,S,213,3,Epilobium hirsutum,20,,A
07/01/2024,EL,Boothby,S,213,3,Packera aurea,10,,A
07/01/2024,EL,Boothby,S,213,3,Arrhenatherum elatius,5,,A
07/01/2024,EL,Boothby,S,213,3,Bromus hordeaceus,5,,A
07/01/2024,EL,Boothby,S,213,3,Alopecurus myosuroides,1,,A
07/01/2024,EL,Boothby,S,213,3,bare ground,45,,A
07/01/2024,EL,Boothby,S,213,4,Epilobium parviflorum,20,,A
07/01/2024,EL,Boothby,S,213,4,Epilobium tetragonum,10,,A
07/01/2024,EL,Boothby,S,213,4,Packera aurea,15,,A
07/01/2024,EL,Boothby,S,213,4,Holcus lanatus,15,,A
07/01/2024,EL,Boothby,S,213,4,Bromus hordeaceus,5,,A
07/01/2024,EL,Boothby,S,213,4,Packera werneriifolia,5,,A
07/01/2024,EL,Boothby,S,213,4,Arrhenatherum elatius,5,,A
07/01/2024,EL,Boothby,S,213,4,bare ground,40,,A
07/01/2024,EL,Boothby,S,213,1,Holcus lanatus,40,,A
07/01/2024,EL,Boothby,S,213,1,Packera werneriifolia,10,,A
07/01/2024,EL,Boothby,S,213,1,Epilobium tetragonum,20,,A
07/01/2024,EL,Boothby,S,213,1,Packera aurea,10,,A
07/01/2024,EL,Boothby,S,213,1,Epilobium hirsutum,5,,A
07/01/2024,EL,Boothby,S,213,1,bare ground,30,,A
07/01/2024,EL,Boothby,S,213,2,Holcus lanatus,1,,A
07/01/2024,EL,Boothby,S,213,2,Packera werneriifolia,10,,A
07/01/2024,EL,Boothby,S,213,2,Epilobium tetragonum,15,,A
07/01/2024,EL,Boothby,S,213,2,Packera aurea,5,,A
07/01/2024,EL,Boothby,S,213,2,Epilobium parviflorum,10,,A
07/01/2024,EL,Boothby,S,213,2,bare ground,40,,A
07/01/2024,EL,Boothby,S,213,2,twigs,20,,A
07/01/2024,EL,Boothby,S,213,3,Epilobium tetragonum,10,,A
07/01/2024,EL,Boothby,S,213,3,Epilobium parviflorum,5,,A
07/01/2024,EL,Boothby,S,213,3,Holcus lanatus,1,,A
07/01/2024,EL,Boothby,S,213,3,Packera aurea,8,,A
07/01/2024,EL,Boothby,S,213,3,bare ground,88,,A
07/01/2024,EL,Boothby,S,213,4,Epilobium parviflorum,10,,A
07/01/2024,EL,Boothby,S,213,4,Epilobium tetragonum,5,,A
07/01/2024,EL,Boothby,S,213,4,Holcus lanatus,10,,A
07/01/2024,EL,Boothby,S,213,4,Packera aurea,10,,A
07/01/2024,EL,Boothby,S,213,4,Packera werneriifolia,15,,A
07/01/2024,EL,Boothby,S,213,4,twigs,20,,A
07/01/2024,EL,Boothby,S,213,4,bare ground,40,,A
07/01/2024,EL,Boothby,S,213,1,Festuca rubra,40,,A
07/01/2024,EL,Boothby,S,213,1,Bromus hordeaceus,20,,A
07/01/2024,EL,Boothby,S,213,1,Centaurea nigra,10,,A
07/01/2024,EL,Boothby,S,213,1,Aster bellidiastrum,1,,A
07/01/2024,EL,Boothby,S,213,1,Crepis mollis,5,,A
07/01/2024,EL,Boothby,S,213,1,Helminthotheca echiodes,5,,A
07/01/2024,EL,Boothby,S,213,1,Geranium dissectum ,2,,A
07/01/2024,EL,Boothby,S,213,1,Poa pratensis,5,,A
07/01/2024,EL,Boothby,S,213,1,bare ground,30,,A
07/01/2024,EL,Boothby,S,213,2,Festuca rubra,70,,A
07/01/2024,EL,Boothby,S,213,2,Bromus hordeaceus,5,,A
07/01/2024,EL,Boothby,S,213,2,Lolium perenne,5,,A
07/01/2024,EL,Boothby,S,213,2,Epilobium hirsutum,5,,A
07/01/2024,EL,Boothby,S,213,2,Centaurea nigra,10,,A
07/01/2024,EL,Boothby,S,213,2,Crepis mollis,1,,A
07/01/2024,EL,Boothby,S,213,2,bare ground,5,,A
07/01/2024,EL,Boothby,S,213,3,Festuca rubra,25,,A
07/01/2024,EL,Boothby,S,213,3,Bromus hordeaceus,5,,A
07/01/2024,EL,Boothby,S,213,3,Phleum pratense,25,,A
07/01/2024,EL,Boothby,S,213,3,Poa pratensis,5,,A
07/01/2024,EL,Boothby,S,213,3,Geranium dissectum ,1,,A
07/01/2024,EL,Boothby,S,213,3,Centaurea nigra,10,,A
07/01/2024,EL,Boothby,S,213,3,bare ground,40,,A
07/01/2024,EL,Boothby,S,213,4,Festuca rubra,40,,A
07/01/2024,EL,Boothby,S,213,4,Phleum pratense,10,,A
07/01/2024,EL,Boothby,S,213,4,Geranium dissectum ,5,,A
07/01/2024,EL,Boothby,S,213,4,Centaurea nigra,10,,A
07/01/2024,EL,Boothby,S,213,4,Crepis mollis,5,,A
07/01/2024,EL,Boothby,S,213,4,Bare ground,30,,A
07/01/2024,EL,Boothby,S,213,4,Epilobium hirsutum,5,,A
07/01/2024,EL,Boothby,S,213,4,Bromus hordeaceus,5,,A
07/01/2024,BB,Boothby,NE,331,1,Holcus lanatus,50,,A
07/01/2024,BB,Boothby,NE,331,1,Poa pratensis,15,,A
07/01/2024,BB,Boothby,NE,331,1,Epilobium hirsutum,10,,A
07/01/2024,BB,Boothby,NE,331,1,Myosotis sylvatica,5,,A
07/01/2024,BB,Boothby,NE,331,1,Epilobium parviflorum,4,,A
07/01/2024,BB,Boothby,NE,331,1,Cirsium dissectum,4,,A
07/01/2024,BB,Boothby,NE,331,1,Veronica arvensis,5,,A
07/01/2024,BB,Boothby,NE,331,1,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,331,2,Holcus lanatus,60,,A
07/01/2024,BB,Boothby,NE,331,2,Poa pratensis,15,,A
07/01/2024,BB,Boothby,NE,331,2,Epilobium hirsutum,15,,A
07/01/2024,BB,Boothby,NE,331,2,Myosotis sylvatica,5,,A
07/01/2024,BB,Boothby,NE,331,2,Epilobium palustre,10,,A
07/01/2024,BB,Boothby,NE,331,2,Epilobium ciliatum,5,,A
07/01/2024,BB,Boothby,NE,331,3,Holcus lanatus,55,,A
07/01/2024,BB,Boothby,NE,331,3,Poa pratensis,5,,A
07/01/2024,BB,Boothby,NE,331,3,Epilobium hirsutum,5,,A
07/01/2024,BB,Boothby,NE,331,3,Myosotis sylvatica,10,,A
07/01/2024,BB,Boothby,NE,331,3,Epilobium parviflorum,3,,A
07/01/2024,BB,Boothby,NE,331,3,Cirsium tuberosum,5,,A
07/01/2024,BB,Boothby,NE,331,3,Sonchus arvensis,6,,A
07/01/2024,BB,Boothby,NE,331,4,Holcus lanatus,40,,A
07/01/2024,BB,Boothby,NE,331,4,Poa pratensis,10,,A
07/01/2024,BB,Boothby,NE,331,4,Epilobium hirsutum,15,,A
07/01/2024,BB,Boothby,NE,331,4,Myosotis sylvatica,5,,A
07/01/2024,BB,Boothby,NE,331,4,Epilobium palustre,5,,A
07/01/2024,BB,Boothby,NE,331,4,Fraxinus excelsior,10,,A
07/01/2024,BB,Boothby,NE,331,4,Bare ground,10,,A
07/01/2024,BB,Boothby,NE,331,4,Bromus hordeaceus,5,,A
07/01/2024,BB,Boothby,NE,332,1,Holcus lanatus,50,,A
07/01/2024,BB,Boothby,NE,332,1,Cirsium discolor,10,,A
07/01/2024,BB,Boothby,NE,332,1,Epilobium parviflorum,15,,A
07/01/2024,BB,Boothby,NE,332,1,Epilobium hirsutum,10,,A
07/01/2024,BB,Boothby,NE,332,1,Cirsium tuberosum,5,,A
07/01/2024,BB,Boothby,NE,332,1,Bare ground,5,,A
07/01/2024,BB,Boothby,NE,332,1,Poa pratensis,5,,A
07/01/2024,BB,Boothby,NE,332,2,Holcus lanatus,60,,A
07/01/2024,BB,Boothby,NE,332,2,Sonchus arvensis,20,,A
07/01/2024,BB,Boothby,NE,332,2,Epilobium parviflorum,4,,A
07/01/2024,BB,Boothby,NE,332,2,Epilobium hirsutum,5,,A
07/01/2024,BB,Boothby,NE,332,2,Epilobium montanum,3,,A
07/01/2024,BB,Boothby,NE,332,2,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,332,3,Holcus lanatus,40,,A
07/01/2024,BB,Boothby,NE,332,3,Sonchus arvensis,5,,A
07/01/2024,BB,Boothby,NE,332,3,Epilobium parviflorum,10,,A
07/01/2024,BB,Boothby,NE,332,3,Epilobium hirsutum,15,,A
07/01/2024,BB,Boothby,NE,332,3,Cirsium tuberosum,10,,A
07/01/2024,BB,Boothby,NE,332,3,Poa pratensis,5,,A
07/01/2024,BB,Boothby,NE,332,3,Senecio sylvaticus,15,,A
07/01/2024,BB,Boothby,NE,332,3,Bare ground,10,,A
07/01/2024,BB,Boothby,NE,332,4,Holcus lanatus,30,,A
07/01/2024,BB,Boothby,NE,332,4,Sonchus arvensis,30,,A
07/01/2024,BB,Boothby,NE,332,4,Epilobium parviflorum,5,,A
07/01/2024,BB,Boothby,NE,332,4,Epilobium hirsutum,20,,A
07/01/2024,BB,Boothby,NE,332,4,Epilobium montanum,4,,A
07/01/2024,BB,Boothby,NE,332,4,Poa pratensis,5,,A
07/01/2024,BB,Boothby,NE,332,4,Rubus pruinosus,10,,A
07/01/2024,BB,Boothby,NE,332,4,Veronica serpyllifolia,2,,A
07/01/2024,BB,Boothby,NE,332,4,Bare ground,10,,A
07/01/2024,BB,Boothby,NE,323,1,Epilobium parviflorum,65,,A
07/01/2024,BB,Boothby,NE,323,1,Epilobium tetragonum,5,,A
